Artist,Primary Artist 1,Primary Artist 2,Primary Artist 3,Primary Artist 4,Primary Artist 5,Primary Artist 6,Primary Artist 7,Primary Artist 8,Secondary Artist 1,Secondary Artist 2,Secondary Artist 3,Secondary Artist 4,Secondary Artist 5,Secondary Artist 6,Secondary Artist 7,Secondary Artist 8,Secondary Artist 9,Highlight Red
"John Williams/""Jaws"" Soundtrack",John Williams/Jaws Soundtrack,,,,,,,,,,,,,,,,,False
Johnnie & Joe,Johnnie,Joe,,,,,,,,,,,,,,,,False
Johnnie Morisette,Johnnie Morisette,,,,,,,,,,,,,,,,,False
Johnnie Ray,Johnnie Ray,,,,,,,,,,,,,,,,,False
Johnnie Taylor,Johnnie Taylor,,,,,,,,,,,,,,,,,False
Johnnie Taylor (The Soul Philosopher),Johnnie Taylor (The Soul Philosopher),,,,,,,,,,,,,,,,,True
Johnny Adams,Johnny Adams,,,,,,,,,,,,,,,,,False
Johnny And The Hurricanes,Johnny And The Hurricanes,,,,,,,,,,,,,,,,,False
Johnny Beecher and his Buckingham Road Quintet,Johnny Beecher and his Buckingham Road Quintet,,,,,,,,,,,,,,,,,False
Johnny Bond,Johnny Bond,,,,,,,,,,,,,,,,,False
Johnny Bristol,Johnny Bristol,,,,,,,,,,,,,,,,,False
Johnny Burnette,Johnny Burnette,,,,,,,,,,,,,,,,,False
Johnny Cash,Johnny Cash,,,,,,,,,,,,,,,,,False
Johnny Cash & June Carter,Johnny Cash,June Carter,,,,,,,,,,,,,,,,False
Johnny Cash And The Tennessee Three,Johnny Cash And The Tennessee Three,,,,,,,,,,,,,,,,,False
Johnny Cash And The Tennessee Two,Johnny Cash And The Tennessee Two,,,,,,,,,,,,,,,,,False
Johnny Cash With The Gene Lowery Singers,Johnny Cash With The Gene Lowery Singers,,,,,,,,,,,,,,,,,False
Johnny Caswell,Johnny Caswell,,,,,,,,,,,,,,,,,False
Johnny Crawford,Johnny Crawford,,,,,,,,,,,,,,,,,False
Johnny Cymbal,Johnny Cymbal,,,,,,,,,,,,,,,,,False
Johnny Ferguson,Johnny Ferguson,,,,,,,,,,,,,,,,,False
Johnny Gibson,Johnny Gibson,,,,,,,,,,,,,,,,,False
Johnny Gill,Johnny Gill,,,,,,,,,,,,,,,,,False
Johnny Gill Featuring Roger Troutman,Johnny Gill,,,,,,,,Roger Troutman,,,,,,,,,False
Johnny Guitar Watson,Johnny Guitar Watson,,,,,,,,,,,,,,,,,False
Johnny Hates Jazz,Johnny Hates Jazz,,,,,,,,,,,,,,,,,False
Johnny Horton,Johnny Horton,,,,,,,,,,,,,,,,,False
Johnny Kemp,Johnny Kemp,,,,,,,,,,,,,,,,,False
Johnny Lee,Johnny Lee,,,,,,,,,,,,,,,,,False
Johnny Lytle,Johnny Lytle,,,,,,,,,,,,,,,,,False
Johnny Maestro,Johnny Maestro,,,,,,,,,,,,,,,,,False
Johnny Maestro The Voice Of The Crests,Johnny Maestro The Voice Of The Crests,,,,,,,,,,,,,,,,,False
Johnny Maestro with The Coeds,Johnny Maestro with The Coeds,,,,,,,,,,,,,,,,,False
Johnny Mathis,Johnny Mathis,,,,,,,,,,,,,,,,,False
Johnny Mathis & Deniece Williams,Johnny Mathis,Deniece Williams,,,,,,,,,,,,,,,,False
Johnny Mathis/Deniece Williams,Johnny Mathis/Deniece Williams,,,,,,,,,,,,,,,,,False
Johnny Nash,Johnny Nash,,,,,,,,,,,,,,,,,False
Johnny O,Johnny O,,,,,,,,,,,,,,,,,False
Johnny Otis,Johnny Otis,,,,,,,,,,,,,,,,,False
Johnny Paycheck,Johnny Paycheck,,,,,,,,,,,,,,,,,False
Johnny Preston,Johnny Preston,,,,,,,,,,,,,,,,,False
Johnny Restivo,Johnny Restivo,,,,,,,,,,,,,,,,,False
Johnny Rivers,Johnny Rivers,,,,,,,,,,,,,,,,,False
Johnny Rivers & Friends,Johnny Rivers,Friends,,,,,,,,,,,,,,,,False
Johnny Rodriguez,Johnny Rodriguez,,,,,,,,,,,,,,,,,False
Johnny Sea,Johnny Sea,,,,,,,,,,,,,,,,,False
Johnny T. Angel,Johnny T. Angel,,,,,,,,,,,,,,,,,False
Johnny Thunder,Johnny Thunder,,,,,,,,,,,,,,,,,False
Johnny Thunder & Ruby Winters,Johnny Thunder,Ruby Winters,,,,,,,,,,,,,,,,False
Johnny Tillotson,Johnny Tillotson,,,,,,,,,,,,,,,,,False
Johnny Wakelin & The Kinshasa Band,Johnny Wakelin & The Kinshasa Band,,,,,,,,,,,,,,,,,False
Johnny Williams,Johnny Williams,,,,,,,,,,,,,,,,,False
Johnny Winter,Johnny Winter,,,,,,,,,,,,,,,,,False
Johnny and The Expressions,Johnny and The Expressions,,,,,,,,,,,,,,,,,False
"Joiner, Arkansas Junior High School Band",Joiner,Arkansas Junior High School Band,,,,,,,,,,,,,,,,False
Joji,Joji,,,,,,,,,,,,,,,,,False
Jomanda,Jomanda,,,,,,,,,,,,,,,,,False
Jon & Robin,Jon,Robin,,,,,,,,,,,,,,,,False
Jon & Robin And The In Crowd,Jon & Robin And The In Crowd,,,,,,,,,,,,,,,,,False
Jon & Vangelis,Jon,Vangelis,,,,,,,,,,,,,,,,False
Jon Astley,Jon Astley,,,,,,,,,,,,,,,,,False
Jon B,Jon B,,,,,,,,,,,,,,,,,False
Jon B. Featuring Babyface,Jon B.,,,,,,,,Babyface,,,,,,,,,False
Jon Bellion,Jon Bellion,,,,,,,,,,,,,,,,,False
Jon Bon Jovi,Jon Bon Jovi,,,,,,,,,,,,,,,,,False
Jon Butcher Axis,Jon Butcher Axis,,,,,,,,,,,,,,,,,False
Jon Pardi,Jon Pardi,,,,,,,,,,,,,,,,,False
Jon Secada,Jon Secada,,,,,,,,,,,,,,,,,False
Jon Thomas and Orchestra,Jon Thomas,Orchestra,,,,,,,,,,,,,,,,False
Jonas Blue Featuring Dakota,Jonas Blue,,,,,,,,Dakota,,,,,,,,,False
Jonas Brothers,Jonas Brothers,,,,,,,,,,,,,,,,,False
Jonas Brothers Featuring Karol G,Jonas Brothers,,,,,,,,Karol G,,,,,,,,,False
"Jonathan Bailey Featuring Ariana Grande, Ethan Slater, Marissa Bode & Cynthia Erivo",Jonathan Bailey,,,,,,,,Ariana Grande,Ethan Slater,Marissa Bode,Cynthia Erivo,,,,,,False
Jonathan Butler,Jonathan Butler,,,,,,,,,,,,,,,,,False
Jonathan Cain,Jonathan Cain,,,,,,,,,,,,,,,,,False
Jonathan Edwards,Jonathan Edwards,,,,,,,,,,,,,,,,,False
Jonathan King,Jonathan King,,,,,,,,,,,,,,,,,False
Jonell & Method Man,Jonell,Method Man,,,,,,,,,,,,,,,,False
Joni James,Joni James,,,,,,,,,,,,,,,,,False
Joni Mitchell,Joni Mitchell,,,,,,,,,,,,,,,,,False
Jonn Hart Featuring IamSU!,Jonn Hart,,,,,,,,IamSU!,,,,,,,,,False
Joose,Joose,,,,,,,,,,,,,,,,,False
Jordan Adetunji,Jordan Adetunji,,,,,,,,,,,,,,,,,False
Jordan Davis,Jordan Davis,,,,,,,,,,,,,,,,,False
Jordan Davis Featuring Luke Bryan,Jordan Davis,,,,,,,,Luke Bryan,,,,,,,,,False
Jordan Hill,Jordan Hill,,,,,,,,,,,,,,,,,False
Jordan Knight,Jordan Knight,,,,,,,,,,,,,,,,,False
Jordan Pruitt,Jordan Pruitt,,,,,,,,,,,,,,,,,False
Jordan Smith,Jordan Smith,,,,,,,,,,,,,,,,,False
Jordan Smith & Adam Levine,Jordan Smith,Adam Levine,,,,,,,,,,,,,,,,False
Jordin Sparks,Jordin Sparks,,,,,,,,,,,,,,,,,False
Jordin Sparks Duet With Chris Brown,Jordin Sparks,Chris Brown,,,,,,,,,,,,,,,,False
Jordy,Jordy,,,,,,,,,,,,,,,,,False
Jorgen Ingmann & His Guitar,Jorgen Ingmann & His Guitar,,,,,,,,,,,,,,,,,False
Jose Feliciano,Jose Feliciano,,,,,,,,,,,,,,,,,False
Jose Jimenez,Jose Jimenez,,,,,,,,,,,,,,,,,False
Josh Gracin,Josh Gracin,,,,,,,,,,,,,,,,,False
Josh Groban,Josh Groban,,,,,,,,,,,,,,,,,False
Josh Groban & The African Children's Choir,Josh Groban & The African Children's Choir,,,,,,,,,,,,,,,,,False
Josh Kaufman,Josh Kaufman,,,,,,,,,,,,,,,,,False
Josh Kelley,Josh Kelley,,,,,,,,,,,,,,,,,False
Josh Ross,Josh Ross,,,,,,,,,,,,,,,,,False
Josh Thompson,Josh Thompson,,,,,,,,,,,,,,,,,False
Josh Turner,Josh Turner,,,,,,,,,,,,,,,,,False
Josh Turner Featuring Trisha Yearwood,Josh Turner,,,,,,,,Trisha Yearwood,,,,,,,,,False
Joshua Kadison,Joshua Kadison,,,,,,,,,,,,,,,,,False
Joshua Radin,Joshua Radin,,,,,,,,,,,,,,,,,False
Josie Cotton,Josie Cotton,,,,,,,,,,,,,,,,,False
Joss Stone,Joss Stone,,,,,,,,,,,,,,,,,False
Journey,Journey,,,,,,,,,,,,,,,,,False
Joy Of Cooking,Joy Of Cooking,,,,,,,,,,,,,,,,,False
"Joyce ""Fenderella"" Irby",Joyce Fenderella Irby,,,,,,,,,,,,,,,,,False
Joyce Cobb,Joyce Cobb,,,,,,,,,,,,,,,,,False
Joyce Kennedy & Jeffrey Osborne,Joyce Kennedy,Jeffrey Osborne,,,,,,,,,,,,,,,,False
Joyner Lucas & Chris Brown,Joyner Lucas,Chris Brown,,,,,,,,,,,,,,,,False
Joyner Lucas & J. Cole,Joyner Lucas,J. Cole,,,,,,,,,,,,,,,,False
Joyner Lucas & Jelly Roll,Joyner Lucas,Jelly Roll,,,,,,,,,,,,,,,,False
Joyner Lucas & Lil Baby,Joyner Lucas,Lil Baby,,,,,,,,,,,,,,,,False
Joyner Lucas Featuring Logic,Joyner Lucas,,,,,,,,Logic,,,,,,,,,False
Jr. Walker & The All Stars,Jr. Walker & The All Stars,,,,,,,,,,,,,,,,,False
Juanes,Juanes,,,,,,,,,,,,,,,,,False
Jud Strunk,Jud Strunk,,,,,,,,,,,,,,,,,False
Judas Priest,Judas Priest,,,,,,,,,,,,,,,,,False
Jude Cole,Jude Cole,,,,,,,,,,,,,,,,,False
Judson Spence,Judson Spence,,,,,,,,,,,,,,,,,False
Judy Cheeks,Judy Cheeks,,,,,,,,,,,,,,,,,False
Judy Clay & William Bell,Judy Clay,William Bell,,,,,,,,,,,,,,,,False
Judy Collins,Judy Collins,,,,,,,,,,,,,,,,,False
Juelz Santana,Juelz Santana,,,,,,,,,,,,,,,,,False
Juice Newton,Juice Newton,,,,,,,,,,,,,,,,,False
Juice WRLD,Juice WRLD,,,,,,,,,,,,,,,,,False
Juice WRLD & Justin Bieber,Juice WRLD,Justin Bieber,,,,,,,,,,,,,,,,False
Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,Juice WRLD,Marshmello,,,,,,,Polo G & The Kid LAROI,,,,,,,,,False
Juice WRLD & Nicki Minaj,Juice WRLD,Nicki Minaj,,,,,,,,,,,,,,,,False
Juice WRLD & SUGA,Juice WRLD,SUGA,,,,,,,,,,,,,,,,False
Juice WRLD & The Weeknd,Juice WRLD & The Weeknd,,,,,,,,,,,,,,,,,False
Juice WRLD & Trippie Redd,Juice WRLD,Trippie Redd,,,,,,,,,,,,,,,,False
Juice WRLD & Young Thug,Juice WRLD,Young Thug,,,,,,,,,,,,,,,,False
Juice WRLD & YoungBoy Never Broke Again,Juice WRLD,YoungBoy Never Broke Again,,,,,,,,,,,,,,,,False
Juice WRLD Featuring Lil Uzi Vert,Juice WRLD,,,,,,,,Lil Uzi Vert,,,,,,,,,False
Juice WRLD X Halsey,Juice WRLD,Halsey,,,,,,,,,,,,,,,,False
Juice WRLD x Marshmello,Juice WRLD,Marshmello,,,,,,,,,,,,,,,,False
Juice WRLD x benny blanco,Juice WRLD,benny blanco,,,,,,,,,,,,,,,,False
"Juice WRLD, Clever & Post Malone",Juice WRLD,Clever,Post Malone,,,,,,,,,,,,,,,False
"Juice WRLD, Eminem & benny blanco",Juice WRLD,Eminem,benny blanco,,,,,,,,,,,,,,,False
"Juice WRLD, Polo G & Trippie Redd",Juice WRLD,Polo G,Trippie Redd,,,,,,,,,,,,,,,False
Juicy J Featuring Big Sean & Young Jeezy,Juicy J,,,,,,,,Big Sean,Young Jeezy,,,,,,,,False
Juicy J Featuring Lil Wayne & 2 Chainz,Juicy J,,,,,,,,Lil Wayne,2 Chainz,,,,,,,,False
Juicy J Featuring Wale & Trey Songz,Juicy J,,,,,,,,Wale,Trey Songz,,,,,,,,False
"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",Juicy J,Wiz Khalifa,Ty Dolla Sign,,,,,,Kill The Noise,Madsonik,,,,,,,,False
Jules Shear,Jules Shear,,,,,,,,,,,,,,,,,False
Julia Michaels,Julia Michaels,,,,,,,,,,,,,,,,,False
Julian Cope,Julian Cope,,,,,,,,,,,,,,,,,False
Julian Lennon,Julian Lennon,,,,,,,,,,,,,,,,,False
Juliana Hatfield,Juliana Hatfield,,,,,,,,,,,,,,,,,False
Julianne Hough,Julianne Hough,,,,,,,,,,,,,,,,,False
Julie,Julie,,,,,,,,,,,,,,,,,False
Julie Andrews-Dick Van Dyke,Julie Andrews-Dick Van Dyke,,,,,,,,,,,,,,,,,False
Julie Monday,Julie Monday,,,,,,,,,,,,,,,,,False
Julie Roberts,Julie Roberts,,,,,,,,,,,,,,,,,False
Julie Rogers,Julie Rogers,,,,,,,,,,,,,,,,,False
Juliet Roberts,Juliet Roberts,,,,,,,,,,,,,,,,,False
Juliet Simms,Juliet Simms,,,,,,,,,,,,,,,,,False
Julio Iglesias & Diana Ross,Julio Iglesias,Diana Ross,,,,,,,,,,,,,,,,False
Julio Iglesias And Willie Nelson,Julio Iglesias,Willie Nelson,,,,,,,,,,,,,,,,False
Julio Iglesias Featuring Stevie Wonder,Julio Iglesias,,,,,,,,Stevie Wonder,,,,,,,,,False
Jump 'n The Saddle,Jump 'n The Saddle,,,,,,,,,,,,,,,,,False
Jumpin' Gene Simmons,Jumpin' Gene Simmons,,,,,,,,,,,,,,,,,False
June Valli,June Valli,,,,,,,,,,,,,,,,,False
Jung Kook,Jung Kook,,,,,,,,,,,,,,,,,False
Jung Kook & Jack Harlow,Jung Kook,Jack Harlow,,,,,,,,,,,,,,,,False
Jung Kook Featuring Latto,Jung Kook,,,,,,,,Latto,,,,,,,,,False
Junior,Junior,,,,,,,,,,,,,,,,,False
Junior H,Junior H,,,,,,,,,,,,,,,,,False
Junior H X Oscar Maydon,Junior H,Oscar Maydon,,,,,,,,,,,,,,,,False
Junior H x Peso Pluma,Junior H,Peso Pluma,,,,,,,,,,,,,,,,False
Junior M.A.F.I.A.,Junior M.A.F.I.A.,,,,,,,,,,,,,,,,,False
Junior M.A.F.I.A. Featuring The Notorious B.I.G.,Junior M.A.F.I.A.,,,,,,,,The Notorious B.I.G.,,,,,,,,,False
Junior Parker,Junior Parker,,,,,,,,,,,,,,,,,False
Just Us,Just Us,,,,,,,,,,,,,,,,,False
Justin Bieber,Justin Bieber,,,,,,,,,,,,,,,,,False
Justin Bieber & Don Toliver,Justin Bieber,Don Toliver,,,,,,,,,,,,,,,,False
Justin Bieber & benny blanco,Justin Bieber,benny blanco,,,,,,,,,,,,,,,,False
Justin Bieber + BloodPop,Justin Bieber,BloodPop,,,,,,,,,,,,,,,,False
Justin Bieber Duet With Mariah Carey,Justin Bieber,Mariah Carey,,,,,,,,,,,,,,,,False
Justin Bieber Featuring BEAM,Justin Bieber,,,,,,,,BEAM,,,,,,,,,False
Justin Bieber Featuring Big Sean,Justin Bieber,,,,,,,,Big Sean,,,,,,,,,False
Justin Bieber Featuring Burna Boy,Justin Bieber,,,,,,,,Burna Boy,,,,,,,,,False
Justin Bieber Featuring Busta Rhymes,Justin Bieber,,,,,,,,Busta Rhymes,,,,,,,,,False
Justin Bieber Featuring Chance The Rapper,Justin Bieber,,,,,,,,Chance The Rapper,,,,,,,,,False
Justin Bieber Featuring Daniel Caesar & Giveon,Justin Bieber,,,,,,,,Daniel Caesar,Giveon,,,,,,,,False
Justin Bieber Featuring Dominic Fike,Justin Bieber,,,,,,,,Dominic Fike,,,,,,,,,False
Justin Bieber Featuring Drake,Justin Bieber,,,,,,,,Drake,,,,,,,,,False
Justin Bieber Featuring Halsey,Justin Bieber,,,,,,,,Halsey,,,,,,,,,False
Justin Bieber Featuring Jaden Smith,Justin Bieber,,,,,,,,Jaden Smith,,,,,,,,,False
Justin Bieber Featuring Kehlani,Justin Bieber,,,,,,,,Kehlani,,,,,,,,,False
Justin Bieber Featuring Khalid,Justin Bieber,,,,,,,,Khalid,,,,,,,,,False
Justin Bieber Featuring Ludacris,Justin Bieber,,,,,,,,Ludacris,,,,,,,,,False
Justin Bieber Featuring Nas,Justin Bieber,,,,,,,,Nas,,,,,,,,,False
Justin Bieber Featuring Nicki Minaj,Justin Bieber,,,,,,,,Nicki Minaj,,,,,,,,,False
Justin Bieber Featuring Post Malone & Clever,Justin Bieber,,,,,,,,Post Malone,Clever,,,,,,,,False
Justin Bieber Featuring Quavo,Justin Bieber,,,,,,,,Quavo,,,,,,,,,False
Justin Bieber Featuring R. Kelly,Justin Bieber,,,,,,,,R. Kelly,,,,,,,,,False
Justin Bieber Featuring The Kid LAROI,Justin Bieber,,,,,,,,The Kid LAROI,,,,,,,,,False
Justin Bieber Featuring Travi$ Scott,Justin Bieber,,,,,,,,TraviS Scott,,,,,,,,,False
Justin Bieber Featuring Usher,Justin Bieber,,,,,,,,Usher,,,,,,,,,False
Justin Hayward,Justin Hayward,,,,,,,,,,,,,,,,,False
Justin Hayward & John Lodge,Justin Hayward,John Lodge,,,,,,,,,,,,,,,,False
Justin Moore,Justin Moore,,,,,,,,,,,,,,,,,False
Justin Moore & Priscilla Block,Justin Moore,Priscilla Block,,,,,,,,,,,,,,,,False
Justin Timberlake,Justin Timberlake,,,,,,,,,,,,,,,,,False
Justin Timberlake & Matt Morris Featuring Charlie Sexton,Justin Timberlake,Matt Morris,,,,,,,Charlie Sexton,,,,,,,,,False
Justin Timberlake Duet With Beyonce,Justin Timberlake,Beyonce,,,,,,,,,,,,,,,,False
Justin Timberlake Featuring Chris Stapleton,Justin Timberlake,,,,,,,,Chris Stapleton,,,,,,,,,False
Justin Timberlake Featuring JAY Z,Justin Timberlake,,,,,,,,JAY Z,,,,,,,,,False
Justin Timberlake Featuring T.I.,Justin Timberlake,,,,,,,,T.I.,,,,,,,,,False
Justine Washington,Justine Washington,,,,,,,,,,,,,,,,,False
Juvenile,Juvenile,,,,,,,,,,,,,,,,,False
Juvenile Featuring Mannie Fresh,Juvenile,,,,,,,,Mannie Fresh,,,,,,,,,False
Juvenile Featuring Mannie Fresh & Lil' Wayne,Juvenile,,,,,,,,Mannie Fresh,Lil' Wayne,,,,,,,,False
Juvenile Featuring Soulja Slim,Juvenile,,,,,,,,Soulja Slim,,,,,,,,,False
"Juvenile, Wacko & Skip",Juvenile,Wacko,Skip,,,,,,,,,,,,,,,False
K Camp,K Camp,,,,,,,,,,,,,,,,,False
K'Jon,K'Jon,,,,,,,,,,,,,,,,,False
K'Naan,K'Naan,,,,,,,,,,,,,,,,,False
K'Naan Featuring Nelly Furtado,K'Naan,,,,,,,,Nelly Furtado,,,,,,,,,False
K-Ci & JoJo,K-Ci,JoJo,,,,,,,,,,,,,,,,False
K-Ci Hailey,K-Ci Hailey,,,,,,,,,,,,,,,,,False
K. Michelle,K. Michelle,,,,,,,,,,,,,,,,,False
K.M.C. KRU,K.M.C. KRU,,,,,,,,,,,,,,,,,False
K.P. & Envyi,K.P.,Envyi,,,,,,,,,,,,,,,,False
K.T.P.,K.T.P.,,,,,,,,,,,,,,,,,False
K.W.S.,K.W.S.,,,,,,,,,,,,,,,,,False
K5,K5,,,,,,,,,,,,,,,,,False
K7,K7,,,,,,,,,,,,,,,,,False
KAI,KAI,,,,,,,,,,,,,,,,,False
KALEO,KALEO,,,,,,,,,,,,,,,,,False
KATSEYE,KATSEYE,,,,,,,,,,,,,,,,,False
KBC Band,KBC Band,,,,,,,,,,,,,,,,,False
KC,KC,,,,,,,,,,,,,,,,,False
KC And The Sunshine Band,KC And The Sunshine Band,,,,,,,,,,,,,,,,,False
KCamp Featuring 2 Chainz,KCamp,,,,,,,,2 Chainz,,,,,,,,,False
KIDS SEE GHOSTS,KIDS SEE GHOSTS,,,,,,,,,,,,,,,,,False
KIDS SEE GHOSTS Featuring Louis Prima,KIDS SEE GHOSTS,,,,,,,,Louis Prima,,,,,,,,,False
KISS,KISS,,,,,,,,,,,,,,,,,False
KIX,KIX,,,,,,,,,,,,,,,,,False
KONGOS,KONGOS,,,,,,,,,,,,,,,,,False
KRS-One,KRS-One,,,,,,,,,,,,,,,,,False
KSI Featuring Trippie Redd,KSI,,,,,,,,Trippie Redd,,,,,,,,,False
KSI x Lil Wayne,KSI,Lil Wayne,,,,,,,,,,,,,,,,False
KT Tunstall,KT Tunstall,,,,,,,,,,,,,,,,,False
KYLE Featuring Lil Yachty,KYLE,,,,,,,,Lil Yachty,,,,,,,,,False
Kacey Cisyk/Original Cast,Kacey Cisyk/Original Cast,,,,,,,,,,,,,,,,,False
Kacey Musgraves,Kacey Musgraves,,,,,,,,,,,,,,,,,False
Kai Winding & Orchestra,Kai Winding,Orchestra,,,,,,,,,,,,,,,,False
Kajagoogoo,Kajagoogoo,,,,,,,,,,,,,,,,,False
Kali Uchis,Kali Uchis,,,,,,,,,,,,,,,,,False
Kali Uchis & Karol G,Kali Uchis,Karol G,,,,,,,,,,,,,,,,False
Kali Uchis & Peso Pluma,Kali Uchis,Peso Pluma,,,,,,,,,,,,,,,,False
Kaliii,Kaliii,,,,,,,,,,,,,,,,,False
Kalin Twins,Kalin Twins,,,,,,,,,,,,,,,,,False
Kandi,Kandi,,,,,,,,,,,,,,,,,False
Kane Brown,Kane Brown,,,,,,,,,,,,,,,,,False
Kane Brown & John Legend,Kane Brown,John Legend,,,,,,,,,,,,,,,,False
Kane Brown Featuring Lauren Alaina,Kane Brown,,,,,,,,Lauren Alaina,,,,,,,,,False
Kane Brown With Jelly Roll,Kane Brown,Jelly Roll,,,,,,,,,,,,,,,,False
Kane Brown With Katelyn Brown,Kane Brown,Katelyn Brown,,,,,,,,,,,,,,,,False
Kane Brown With Swae Lee & Khalid,Kane Brown,Swae Lee,Khalid,,,,,,,,,,,,,,,False
Kane Brown X blackbear,Kane Brown,blackbear,,,,,,,,,,,,,,,,False
Kane Roberts,Kane Roberts,,,,,,,,,,,,,,,,,False
Kanii,Kanii,,,,,,,,,,,,,,,,,False
Kano,Kano,,,,,,,,,,,,,,,,,False
Kansas,Kansas,,,,,,,,,,,,,,,,,False
Kanye West,Kanye West,,,,,,,,,,,,,,,,,False
Kanye West & Lil Pump,Kanye West,Lil Pump,,,,,,,,,,,,,,,,False
Kanye West & XXXTENTACION,Kanye West,XXXTENTACION,,,,,,,,,,,,,,,,False
Kanye West Featuring Adam Levine,Kanye West,,,,,,,,Adam Levine,,,,,,,,,False
Kanye West Featuring Ant Clemons,Kanye West,,,,,,,,Ant Clemons,,,,,,,,,False
Kanye West Featuring Cam'ron & Consequence,Kanye West,,,,,,,,Cam'ron,Consequence,,,,,,,,False
Kanye West Featuring Chris Martin,Kanye West,,,,,,,,Chris Martin,,,,,,,,,False
Kanye West Featuring Clipse & Kenny G,Kanye West,,,,,,,,Clipse,Kenny G,,,,,,,,False
Kanye West Featuring DJ Khaled,Kanye West,,,,,,,,DJ Khaled,,,,,,,,,False
Kanye West Featuring Dwele,Kanye West,,,,,,,,Dwele,,,,,,,,,False
Kanye West Featuring Fred Hammond,Kanye West,,,,,,,,Fred Hammond,,,,,,,,,False
Kanye West Featuring Jamie Foxx,Kanye West,,,,,,,,Jamie Foxx,,,,,,,,,False
"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",Kanye West,,,,,,,,Jay-Z,Rick Ross,Bon Iver,Nicki Minaj,,,,,,False
Kanye West Featuring Lil Wayne,Kanye West,,,,,,,,Lil Wayne,,,,,,,,,False
Kanye West Featuring Lupe Fiasco,Kanye West,,,,,,,,Lupe Fiasco,,,,,,,,,False
Kanye West Featuring PARTYNEXTDOOR,Kanye West,,,,,,,,PARTYNEXTDOOR,,,,,,,,,False
Kanye West Featuring Paul McCartney,Kanye West,,,,,,,,Paul McCartney,,,,,,,,,False
Kanye West Featuring Pusha T,Kanye West,,,,,,,,Pusha T,,,,,,,,,False
Kanye West Featuring Sunday Service Choir,Kanye West,,,,,,,,Sunday Service Choir,,,,,,,,,False
Kanye West Featuring Syleena Johnson,Kanye West,,,,,,,,Syleena Johnson,,,,,,,,,False
Kanye West Featuring T-Pain,Kanye West,,,,,,,,T-Pain,,,,,,,,,False
Kanye West Featuring T.I.,Kanye West,,,,,,,,T.I.,,,,,,,,,False
"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",Kanye West,,,,,,,,Teyana Taylor,Nicki Minaj,Bon Iver,,,,,,,False
"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",Kanye West,,,,,,,,Theophilus London,Allan Kingdom,Paul McCartney,,,,,,,False
Kanye West Featuring Travis Scott,Kanye West,,,,,,,,Travis Scott,,,,,,,,,False
Kanye West Featuring Ty Dolla $ign & Ant Clemons,Kanye West,,,,,,,,Ty Dolla Sign,Ant Clemons,,,,,,,,False
Kanye West Featuring Young Jeezy,Kanye West,,,,,,,,Young Jeezy,,,,,,,,,False
Kanye West Jay Z,Kanye West Jay Z,,,,,,,,,,,,,,,,,False
"Kanye West, Big Sean, Pusha T, 2 Chainz",Kanye West,Big Sean,Pusha T,2 Chainz,,,,,,,,,,,,,,False
"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",Kanye West,Gucci Mane,Big Sean,2 Chainz,TraviS Scott,Yo Gotti,Quavo,Desiigner,,,,,,,,,,False
"Kanye West, Jay-Z, Big Sean",Kanye West,Jay-Z,Big Sean,,,,,,,,,,,,,,,False
"Kanye West, R. Kelly",Kanye West,R. Kelly,,,,,,,,,,,,,,,,False
Kaoma,Kaoma,,,,,,,,,,,,,,,,,False
Kardinal Offishall Featuring Akon,Kardinal Offishall,,,,,,,,Akon,,,,,,,,,False
Karen Kamon,Karen Kamon,,,,,,,,,,,,,,,,,False
Karen Nelson And Billy T,Karen Nelson,Billy T,,,,,,,,,,,,,,,,False
Karen Young,Karen Young,,,,,,,,,,,,,,,,,False
"Karl Hammel, Jr.",Karl Hammel,Jr.,,,,,,,,,,,,,,,,False
Karla Bonoff,Karla Bonoff,,,,,,,,,,,,,,,,,False
Karmin,Karmin,,,,,,,,,,,,,,,,,False
Karol G,Karol G,,,,,,,,,,,,,,,,,False
Karol G & Carla Morrison,Karol G,Carla Morrison,,,,,,,,,,,,,,,,False
Karol G & Nicki Minaj,Karol G,Nicki Minaj,,,,,,,,,,,,,,,,False
Karol G & Ovy On The Drums,Karol G,Ovy On The Drums,,,,,,,,,,,,,,,,False
Karol G & Peso Pluma,Karol G,Peso Pluma,,,,,,,,,,,,,,,,False
Karol G & Quevedo,Karol G,Quevedo,,,,,,,,,,,,,,,,False
Karol G & Tiesto,Karol G,Tiesto,,,,,,,,,,,,,,,,False
Karol G x Maldy,Karol G,Maldy,,,,,,,,,,,,,,,,False
Karol G x Romeo Santos,Karol G,Romeo Santos,,,,,,,,,,,,,,,,False
Karol G x Shakira,Karol G,Shakira,,,,,,,,,,,,,,,,False
"Karol G, Cris Mj & Ryan Castro",Karol G,Cris Mj,Ryan Castro,,,,,,,,,,,,,,,False
